_id,location_id,country_id,hotel_name,hotel_code,createdAt,updatedAt,isDeleted,isActive,__v,hotel_address,total_rooms,hotel_image[0],hotel_image[1],hotel_image[2],hotel_image[3],hotel_image[4],hotel_image[5],hotel_image[6],hotel_image[7],hotel_image[8],hotel_image[9],hotel_image[10],hotel_image[11],hotel_image[12],hotel_image[13],roomTypes[0],roomTypes[1],roomTypes[2],roomTypes[3],amenities[0],amenities[1],amenities[2]
65b3ce0e148f987d4e4e6db5,65b1f3dbbf71a7a0133e47bc,65b1f1f4bf71a7a0133e4778,Dream Discovery Sea View Resort,DDSVR,2024-01-26T15:21:50.722Z,2024-02-28T16:34:15.031Z,false,true,0,"South End Of The Beach, Val, Agonda, Goa 403702",40,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce0e148f987d4e4e6db5_.1.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce0e148f987d4e4e6db5_.2.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce0e148f987d4e4e6db5_.3.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce0e148f987d4e4e6db5_.4.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce0e148f987d4e4e6db5_.5.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce0e148f987d4e4e6db5_.6.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce0e148f987d4e4e6db5_.7.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce0e148f987d4e4e6db5_.8.jpg,,,,,,,65b7e21f390635b2cd9f14f0,65b7e227390635b2cd9f14f4,,,,,
65b3ce23148f987d4e4e6db9,65b1f40fbf71a7a0133e47c6,65b1f1f4bf71a7a0133e4778,Treebo Trend Varuna With Mountain View,TTVWM,2024-01-26T15:22:11.689Z,2024-02-28T16:33:54.883Z,false,true,0,"5, Sherwood Estate, Gorton Castle Square Opposite Railway Board Building, Shimla, Himachal Pradesh 171003",35,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce23148f987d4e4e6db9_.1.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce23148f987d4e4e6db9_.2.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce23148f987d4e4e6db9_.3.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce23148f987d4e4e6db9_.4.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce23148f987d4e4e6db9_.5.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce23148f987d4e4e6db9_.6.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce23148f987d4e4e6db9_.7.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce23148f987d4e4e6db9_.8.jpg,,,,,,,65b7e21f390635b2cd9f14f0,65b7e23e390635b2cd9f1500,,,,,
65b3ce37148f987d4e4e6dbd,65b1f40fbf71a7a0133e47c6,65b1f1f4bf71a7a0133e4778,Snow Valley Resorts Shimla,SVRS,2024-01-26T15:22:31.609Z,2024-02-28T16:33:10.038Z,false,true,0,"Ghora Chowki, Shimla, Himachal Pradesh 171004",50,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce37148f987d4e4e6dbd_.1.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce37148f987d4e4e6dbd_.2.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce37148f987d4e4e6dbd_.3.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce37148f987d4e4e6dbd_.4.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce37148f987d4e4e6dbd_.5.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce37148f987d4e4e6dbd_.6.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce37148f987d4e4e6dbd_.7.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce37148f987d4e4e6dbd_.8.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce37148f987d4e4e6dbd_.9.jpg,,,,,,65b7e21f390635b2cd9f14f0,65b7e237390635b2cd9f14fc,65b7e24f390635b2cd9f1508,,,,
65b3ce46148f987d4e4e6dc1,65b1f40fbf71a7a0133e47c6,65b1f1f4bf71a7a0133e4778,The Oberoi Cecil,TOC,2024-01-26T15:22:46.964Z,2024-02-28T16:32:36.282Z,false,true,0,"Chaura Maidan Rd, Nabha, Shimla, Himachal Pradesh 171004",45,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce46148f987d4e4e6dc1_.1.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce46148f987d4e4e6dc1_.2.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce46148f987d4e4e6dc1_.3.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce46148f987d4e4e6dc1_.4.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce46148f987d4e4e6dc1_.5.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce46148f987d4e4e6dc1_.6.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce46148f987d4e4e6dc1_.7.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce46148f987d4e4e6dc1_.8.jpg,,,,,,,65b7e21f390635b2cd9f14f0,65b7e227390635b2cd9f14f4,65b7e22f390635b2cd9f14f8,,,,
65b3ce58148f987d4e4e6dc5,65b1f40fbf71a7a0133e47c6,65b1f1f4bf71a7a0133e4778,"Hotel Aston Hills , Shimla",HAHS,2024-01-26T15:23:04.105Z,2024-02-28T16:32:12.567Z,false,true,0,"Badhai, R, below Sankat Mochan Temple, Khairi, Taradevi, Himachal Pradesh 171004",35,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce58148f987d4e4e6dc5_.1.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce58148f987d4e4e6dc5_.2.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce58148f987d4e4e6dc5_.3.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce58148f987d4e4e6dc5_.4.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce58148f987d4e4e6dc5_.5.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce58148f987d4e4e6dc5_.6.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce58148f987d4e4e6dc5_.7.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce58148f987d4e4e6dc5_.8.jpg,,,,,,,65b7e21f390635b2cd9f14f0,65b7e227390635b2cd9f14f4,,,,,
65b3ce76148f987d4e4e6dc9,65b1f40fbf71a7a0133e47c6,65b1f1f4bf71a7a0133e4778, Glen View Heritage Homestay,GVHH,2024-01-26T15:23:34.166Z,2024-02-28T16:31:34.893Z,false,true,0,"Forest Hill Rd, Lower, Jakhu, Shimla, Himachal Pradesh 171001",35,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce76148f987d4e4e6dc9_.1.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce76148f987d4e4e6dc9_.2.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce76148f987d4e4e6dc9_.3.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce76148f987d4e4e6dc9_.4.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce76148f987d4e4e6dc9_.5.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce76148f987d4e4e6dc9_.6.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce76148f987d4e4e6dc9_.7.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce76148f987d4e4e6dc9_.8.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce76148f987d4e4e6dc9_.9.jpg,,,,,,65b7e21f390635b2cd9f14f0,65b7e237390635b2cd9f14fc,,,,,
65b3ce89148f987d4e4e6dcd,65b1f3dbbf71a7a0133e47bc,65b1f1f4bf71a7a0133e4778,Patang Residency,PRS,2024-01-26T15:23:53.363Z,2024-02-28T16:30:59.362Z,false,true,0,"opp. Boating Club, Saputara, Gujarat 394720",50,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce89148f987d4e4e6dcd_.1.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce89148f987d4e4e6dcd_.2.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce89148f987d4e4e6dcd_.3.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce89148f987d4e4e6dcd_.4.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce89148f987d4e4e6dcd_.5.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce89148f987d4e4e6dcd_.6.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce89148f987d4e4e6dcd_.7.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce89148f987d4e4e6dcd_.8.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ce89148f987d4e4e6dcd_.9.jpg,,,,,,65b7e21f390635b2cd9f14f0,65b7e227390635b2cd9f14f4,65b7e247390635b2cd9f1504,,,,
65b3ced5148f987d4e4e6dd5,65b1f41fbf71a7a0133e47ca,65b1f1f4bf71a7a0133e4778,Hotel Lake View,HLV,2024-01-26T15:25:09.464Z,2024-02-28T16:30:32.639Z,false,true,0,"1st floor,Saffron Plaza,Opp Shree Ram Tam- Tam Factory,Harni- Halol Road,vadodara -390022, Vadodara",35,http://localhost:5001/hotels/uploads/hotelsImg/65b3ced5148f987d4e4e6dd5_.1.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ced5148f987d4e4e6dd5_.2.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ced5148f987d4e4e6dd5_.3.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ced5148f987d4e4e6dd5_.4.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ced5148f987d4e4e6dd5_.5.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ced5148f987d4e4e6dd5_.6.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ced5148f987d4e4e6dd5_.7.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3ced5148f987d4e4e6dd5_.8.jpg,,,,,,,65b7e21f390635b2cd9f14f0,65b7e23e390635b2cd9f1500,,,,,
65b3d8a024e798230fdce60b,65b1f41fbf71a7a0133e47ca,65b1f1f4bf71a7a0133e4778,Shilpi Hill Resort,SHR,2024-01-26T16:06:56.748Z,2024-02-28T16:30:11.290Z,false,true,0,"Surat-Saputara-Nasik Highway, Saputara, Gujarat 394720\n",40,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8a024e798230fdce60b_.1.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8a024e798230fdce60b_.2.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8a024e798230fdce60b_.3.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8a024e798230fdce60b_.4.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8a024e798230fdce60b_.5.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8a024e798230fdce60b_.6.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8a024e798230fdce60b_.7.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8a024e798230fdce60b_.8.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8a024e798230fdce60b_.9.jpg,,,,,,65b7e21f390635b2cd9f14f0,65b7e247390635b2cd9f1504,,,,,
65b3d8ec24e798230fdce613,65b1f41fbf71a7a0133e47ca,65b1f1f4bf71a7a0133e4778,JALSA VILLAS PHASE TWO,JVPT,2024-01-26T16:08:12.606Z,2024-02-28T16:29:49.240Z,false,true,0,"Sahyadri Fort Villas, B-20, beside Cluub Mahindra, Saputara, Hatgad, Maharashtra 422211",25,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8ec24e798230fdce613_.1.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8ec24e798230fdce613_.2.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8ec24e798230fdce613_.3.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8ec24e798230fdce613_.4.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8ec24e798230fdce613_.5.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8ec24e798230fdce613_.6.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8ec24e798230fdce613_.7.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8ec24e798230fdce613_.8.jpg,http://localhost:5001/hotels/uploads/hotelsImg/65b3d8ec24e798230fdce613_.9.jpg,,,,,,65b7e21f390635b2cd9f14f0,65b7e237390635b2cd9f14fc,,,,,
65b3d90224e798230fdce617,65b1f41fbf71a7a0133e47ca,65b1f1f4bf71a7a0133e4778,SAVSHANTI LAKE RESORT,SLR,2024-01-26T16:08:34.420Z,2024-02-01T15:44:19.012Z,true,true,0,"Nageshwar Mahadev Road, Saputara, 394720",,,,,,,,,,,,,,,,,,,,,,
